"dateTime,""value""";;Time;Value;
9/01/2021;;20:57:13;72;confidence:1}
9/01/2021;;20:57:18;73;confidence:1}
9/01/2021;;20:57:23;75;confidence:1}
9/01/2021;;20:57:28;78;confidence:1}
9/01/2021;;20:57:33;79;confidence:1}
9/01/2021;;20:57:38;83;confidence:1}
9/01/2021;;20:57:43;84;confidence:1}
9/01/2021;;20:57:48;85;confidence:1}
9/01/2021;;20:57:53;84;confidence:1}
9/01/2021;;20:57:58;86;confidence:1}
9/01/2021;;20:58:03;85;confidence:1}
9/01/2021;;20:58:08;86;confidence:1}
9/01/2021;;20:58:13;85;confidence:1}
9/01/2021;;20:58:28;84;confidence:1}
9/01/2021;;20:58:33;82;confidence:1}
9/01/2021;;20:58:48;83;confidence:1}
9/01/2021;;20:58:58;82;confidence:1}
9/01/2021;;20:59:08;80;confidence:1}
9/01/2021;;20:59:13;80;confidence:2}
9/01/2021;;20:59:18;79;confidence:2}
9/01/2021;;20:59:23;77;confidence:1}
9/01/2021;;20:59:38;79;confidence:1}
9/01/2021;;20:59:53;80;confidence:1}
9/01/2021;;21:00:03;83;confidence:1}
9/01/2021;;21:00:13;82;confidence:1}
9/01/2021;;21:00:18;79;confidence:1}
9/01/2021;;21:00:23;78;confidence:1}
9/01/2021;;21:00:38;79;confidence:1}
9/01/2021;;21:00:53;81;confidence:1}
9/01/2021;;21:00:58;83;confidence:1}
9/01/2021;;21:01:08;84;confidence:1}
9/01/2021;;21:01:13;83;confidence:1}
9/01/2021;;21:01:18;82;confidence:1}
9/01/2021;;21:01:23;81;confidence:1}
9/01/2021;;21:01:28;83;confidence:2}
9/01/2021;;21:01:33;82;confidence:1}
9/01/2021;;21:01:38;81;confidence:1}
9/01/2021;;21:01:53;81;confidence:1}
9/01/2021;;21:01:58;82;confidence:2}
9/01/2021;;21:02:03;81;confidence:1}
9/01/2021;;21:02:18;81;confidence:1}
9/01/2021;;21:02:23;80;confidence:1}
9/01/2021;;21:02:38;79;confidence:1}
9/01/2021;;21:02:53;79;confidence:1}
9/01/2021;;21:03:03;80;confidence:1}
9/01/2021;;21:03:08;81;confidence:1}
9/01/2021;;21:03:13;83;confidence:1}
9/01/2021;;21:03:18;82;confidence:1}
9/01/2021;;21:03:28;81;confidence:1}
9/01/2021;;21:03:38;80;confidence:1}
9/01/2021;;21:03:43;79;confidence:2}
9/01/2021;;21:03:48;78;confidence:2}
9/01/2021;;21:03:53;73;confidence:1}
9/01/2021;;21:03:58;71;confidence:1}
9/01/2021;;21:04:03;72;confidence:1}
9/01/2021;;21:04:08;71;confidence:1}
9/01/2021;;21:04:13;76;confidence:1}
9/01/2021;;21:04:18;79;confidence:1}
9/01/2021;;21:04:28;81;confidence:1}
9/01/2021;;21:04:33;83;confidence:1}
9/01/2021;;21:04:38;86;confidence:1}
9/01/2021;;21:04:43;85;confidence:1}
9/01/2021;;21:04:53;83;confidence:2}
9/01/2021;;21:04:58;81;confidence:1}
9/01/2021;;21:05:03;77;confidence:1}
9/01/2021;;21:05:13;75;confidence:1}
9/01/2021;;21:05:23;72;confidence:1}
9/01/2021;;21:05:28;71;confidence:1}
9/01/2021;;21:05:38;72;confidence:1}
9/01/2021;;21:05:43;74;confidence:1}
9/01/2021;;21:05:48;73;confidence:1}
9/01/2021;;21:05:58;72;confidence:1}
9/01/2021;;21:06:03;70;confidence:1}
9/01/2021;;21:06:13;69;confidence:1}
9/01/2021;;21:06:18;68;confidence:1}
9/01/2021;;21:06:23;67;confidence:1}
9/01/2021;;21:06:28;68;confidence:1}
9/01/2021;;21:06:38;68;confidence:2}
9/01/2021;;21:06:53;68;confidence:1}
9/01/2021;;21:06:58;67;confidence:2}
9/01/2021;;21:07:03;66;confidence:3}
9/01/2021;;21:07:08;65;confidence:3}
9/01/2021;;21:07:13;66;confidence:3}
9/01/2021;;21:07:18;67;confidence:3}
9/01/2021;;21:07:23;66;confidence:3}
9/01/2021;;21:07:28;66;confidence:2}
9/01/2021;;21:07:33;66;confidence:1}
9/01/2021;;21:07:38;67;confidence:1}
9/01/2021;;21:07:43;68;confidence:1}
9/01/2021;;21:07:48;68;confidence:2}
9/01/2021;;21:08:03;68;confidence:2}
9/01/2021;;21:08:08;67;confidence:3}
9/01/2021;;21:08:13;66;confidence:2}
9/01/2021;;21:08:18;67;confidence:1}
9/01/2021;;21:59:36;69;confidence:0}
9/01/2021;;22:00:54;65;confidence:1}
9/01/2021;;22:00:59;68;confidence:1}
9/01/2021;;22:01:04;71;confidence:1}
9/01/2021;;22:01:09;70;confidence:1}
9/01/2021;;22:01:14;66;confidence:1}
9/01/2021;;22:01:19;70;confidence:1}
9/01/2021;;22:01:29;69;confidence:1}
9/01/2021;;22:01:34;65;confidence:1}
9/01/2021;;22:01:39;63;confidence:1}
9/01/2021;;22:01:44;65;confidence:1}
9/01/2021;;22:01:54;67;confidence:1}
9/01/2021;;22:01:59;66;confidence:1}
9/01/2021;;22:02:04;67;confidence:1}
9/01/2021;;22:02:19;67;confidence:1}
9/01/2021;;22:02:34;67;confidence:1}
9/01/2021;;22:02:44;68;confidence:1}
9/01/2021;;22:02:49;67;confidence:1}
9/01/2021;;22:02:54;65;confidence:1}
9/01/2021;;22:03:04;66;confidence:1}
9/01/2021;;22:03:09;85;confidence:1}
9/01/2021;;22:03:14;87;confidence:1}
9/01/2021;;22:03:19;99;confidence:1}
9/01/2021;;22:03:24;102;confidence:1}
9/01/2021;;22:03:29;120;confidence:1}
9/01/2021;;22:03:34;119;confidence:1}
9/01/2021;;22:03:44;116;confidence:1}
9/01/2021;;22:03:49;115;confidence:1}
9/01/2021;;22:03:54;100;confidence:1}
9/01/2021;;22:03:59;97;confidence:1}
9/01/2021;;22:04:04;100;confidence:1}
9/01/2021;;22:04:09;107;confidence:1}
9/01/2021;;22:04:14;92;confidence:1}
9/01/2021;;22:04:19;102;confidence:1}
9/01/2021;;22:04:24;85;confidence:1}
9/01/2021;;22:04:29;89;confidence:1}
9/01/2021;;22:04:34;94;confidence:1}
9/01/2021;;22:04:39;93;confidence:1}
9/01/2021;;22:04:44;86;confidence:1}
9/01/2021;;22:04:49;92;confidence:1}
9/01/2021;;22:04:54;106;confidence:1}
9/01/2021;;22:04:59;116;confidence:1}
9/01/2021;;22:05:04;115;confidence:1}
9/01/2021;;22:05:09;107;confidence:1}
9/01/2021;;22:05:14;110;confidence:1}
9/01/2021;;22:05:19;105;confidence:1}
9/01/2021;;22:05:29;103;confidence:1}
9/01/2021;;22:05:34;99;confidence:1}
9/01/2021;;22:05:39;100;confidence:1}
9/01/2021;;22:05:44;93;confidence:1}
9/01/2021;;22:05:49;88;confidence:1}
9/01/2021;;22:05:54;90;confidence:1}
9/01/2021;;22:05:59;80;confidence:1}
9/01/2021;;22:06:04;87;confidence:1}
9/01/2021;;22:06:09;83;confidence:1}
9/01/2021;;22:06:14;74;confidence:1}
9/01/2021;;22:06:19;79;confidence:1}
9/01/2021;;22:06:24;93;confidence:1}
9/01/2021;;22:06:29;88;confidence:1}
9/01/2021;;22:06:34;90;confidence:1}
9/01/2021;;22:06:39;77;confidence:1}
9/01/2021;;22:06:44;83;confidence:1}
9/01/2021;;22:06:49;81;confidence:1}
9/01/2021;;22:06:54;82;confidence:1}
9/01/2021;;22:06:59;83;confidence:1}
9/01/2021;;22:07:04;89;confidence:1}
9/01/2021;;22:07:09;90;confidence:1}
9/01/2021;;22:07:14;83;confidence:1}
9/01/2021;;22:07:19;97;confidence:1}
9/01/2021;;22:07:24;94;confidence:1}
9/01/2021;;22:07:29;105;confidence:1}
9/01/2021;;22:07:34;104;confidence:1}
9/01/2021;;22:07:39;101;confidence:1}
9/01/2021;;22:07:44;105;confidence:1}
9/01/2021;;22:07:49;100;confidence:1}
9/01/2021;;22:07:54;91;confidence:1}
